idChamber,price,fee,space(m2),sexe,availablity,asKey,asDesk,asChair,asBed,asClimatisation,asPrivateBasin,asTv,asStorage,asLan,asPrivateKitchen,asPrivateFridge,asPrivateShower,asPrivateToilet,asSunaccess,asSomethingMore,houseId,houseUrl,region,houseName,adress,longetide,latitude,medianPrice,medianFee,numberOfBed,nbShower,nbToilet,nbBath,nbKitchen,distanceToAdvanced Institute of Industrial Technology(km),distanceToAoyama Gakuin University(km),distanceToAsia University(km),distanceToBunka Gakuen University(km),distanceToBunkyo Gakuin University(km),distanceToChuo University(km),distanceToDaito Bunka University(km),distanceToGakushuin University(km),distanceToGakushuin Women's College(km),distanceToHitotsubashi University(km),distanceToHosei University(km),distanceToHoshi University(km),distanceToInternational College for Postgraduate Buddhist Studies(km),distanceToJapan Lutheran College(km),distanceToJapan Women's University(km),distanceToJuntendo University(km),distanceToKaetsu University(km),distanceToKeio University(km),distanceToKogakuin University(km),distanceToKokugakuin University(km),distanceToKokushikan University(km),distanceToKomazawa University(km),distanceToKunitachi College of Music(km),distanceToKyorin University(km),distanceToKyoritsu Women's University(km),distanceToMeiji Gakuin University(km),distanceToMeiji University(km),distanceToMeisei University(km),distanceToMejiro University(km),distanceToMusashi University(km),distanceToMusashino Academia Musicae(km),distanceToMusashino Art University(km),distanceToMusashino University(km),distanceToNational Graduate Institute for Policy Studies(km),distanceToNihon Bunka University(km),distanceToNihon University(km),distanceToNippon Medical School(km),distanceToNippon Sport Science University(km),distanceToOchanomizu University(km),distanceToOtsuma Women's University(km),distanceToRikkyo University(km),distanceToRissho University(km),distanceToSeijo University(km),distanceToSeikei University(km),distanceToSeisen University(km),distanceToSenshu University(km),distanceToShibaura Institute of Technology(km),distanceToShowa Pharmaceutical University(km),distanceToShowa University(km),distanceToShowa Women's University(km),distanceToSophia University(km),distanceToSugino Fashion College(km),distanceToTaisho University(km),distanceToTakachiho University(km),distanceToTakushoku University(km),distanceToTama Art University(km),distanceToTama University(km),distanceToTamagawa University(km),distanceToTeikyo University(km),distanceToThe University of Tokyo(km),distanceToToho Gakuen School of Music(km),distanceToToho University(km),distanceToTokai University(km),distanceToTokyo City University(km),distanceToTokyo College of Music(km),distanceToTokyo Denki University(km),distanceToTokyo Fuji University(km),distanceToTokyo Future University(km),distanceToTokyo Gakugei University(km),distanceToTokyo Institute of Technology(km),distanceToTokyo Junshin University(km),distanceToTokyo Kasei University(km),distanceToTokyo Kasei-Gakuin University(km),distanceToTokyo Medical and Dental University(km),distanceToTokyo Medical University(km),distanceToTokyo Metropolitan University(km),distanceToTokyo University of Agriculture(km),distanceToTokyo University of Agriculture and Technology(km),distanceToTokyo University of Foreign Studies(km),distanceToTokyo University of Marine Science and Technology(km),distanceToTokyo University of Science(km),distanceToTokyo University of Technology(km),distanceToTokyo University of the Arts(km),distanceToTokyo Woman's Christian University(km),distanceToTokyo Women's Medical University(km),distanceToTokyo Zokei University(km),distanceToToyo Gakuen University(km),distanceToToyo University(km),distanceToUniversity of the Sacred Heart(km),distanceToWaseda University(km),owner
307,53000,12000,9.72,Female,Available,True,True,True,True,True,False,False,True,True,False,False,False,False,True,True,2514,https://tokyosharehouse.com//eng/house/detail/2514/,NerimaToshimaenEkoda,ToshimaenTerrace,Tokyo-To Nerima-ku,139.6162651,35.7506445,50000,12000,9,1,2,1,0,20.74,13.14,8.9,10.12,13.23,12.84,5.84,9.14,10.04,16.8,12.8,16.95,12.08,10.03,10.14,14.08,9.66,16.09,9.81,13.63,11.72,13.09,18.55,9.28,14.24,16.28,14.38,22.21,6.97,4.87,5.15,15.48,7.17,13.92,5.84,14.64,13.3,14.62,10.97,13.21,8.09,19.74,8.28,5.82,17.08,13.79,19.0,25.52,13.01,13.01,12.83,20.87,10.1,7.81,33.23,15.29,15.29,24.3,8.93,13.75,10.6,22.28,11.39,17.25,9.38,17.19,8.54,18.15,12.23,17.27,26.28,9.46,31.73,14.44,14.44,25.61,12.19,10.51,12.13,18.22,12.75,28.38,16.79,5.01,11.05,29.57,13.76,12.5,14.4,10.42,Fine select co.ltd
303,51000,12000,7.0,Both,Available,True,True,True,True,True,False,True,False,True,False,True,False,False,True,False,3911,https://tokyosharehouse.com//eng/house/detail/3911/,NerimaToshimaenEkoda,FR Tobu Nerima I,1-chome Kitamachi Nerima-ku Tokyo,139.6542458,35.7576942,54000,12000,23,4,4,0,0,19.11,11.93,12.25,8.81,10.28,10.13,3.0,6.61,7.79,20.28,10.43,16.24,9.37,13.18,7.52,11.39,13.16,14.51,8.37,12.48,12.05,13.85,22.05,11.91,11.74,15.04,11.77,25.56,5.16,2.62,2.42,19.0,10.58,12.35,3.0,12.0,10.29,15.1,8.19,10.91,5.26,19.32,11.56,8.93,15.99,11.26,16.69,28.08,12.77,12.77,10.81,24.2,6.85,8.46,36.69,16.05,16.05,26.95,5.45,10.91,12.56,21.76,10.71,17.75,6.66,13.8,6.28,14.79,15.7,17.17,29.8,6.02,35.11,11.73,11.73,28.9,13.04,13.87,15.24,16.86,10.27,31.77,13.4,7.78,8.89,32.94,11.06,9.5,13.14,8.0,FRESHROOM co.ltd
401,59000,12000,13.4,Female,Available,True,True,True,True,True,False,True,False,True,False,True,False,False,False,False,3911,https://tokyosharehouse.com//eng/house/detail/3911/,NerimaToshimaenEkoda,FR Tobu Nerima I,1-chome Kitamachi Nerima-ku Tokyo,139.6542458,35.7576942,54000,12000,23,4,4,0,0,19.11,11.93,12.25,8.81,10.28,10.13,3.0,6.61,7.79,20.28,10.43,16.24,9.37,13.18,7.52,11.39,13.16,14.51,8.37,12.48,12.05,13.85,22.05,11.91,11.74,15.04,11.77,25.56,5.16,2.62,2.42,19.0,10.58,12.35,3.0,12.0,10.29,15.1,8.19,10.91,5.26,19.32,11.56,8.93,15.99,11.26,16.69,28.08,12.77,12.77,10.81,24.2,6.85,8.46,36.69,16.05,16.05,26.95,5.45,10.91,12.56,21.76,10.71,17.75,6.66,13.8,6.28,14.79,15.7,17.17,29.8,6.02,35.11,11.73,11.73,28.9,13.04,13.87,15.24,16.86,10.27,31.77,13.4,7.78,8.89,32.94,11.06,9.5,13.14,8.0,FRESHROOM co.ltd
405,57000,12000,10.5,Female,Available,True,True,True,True,True,False,True,False,True,False,True,False,False,True,False,3911,https://tokyosharehouse.com//eng/house/detail/3911/,NerimaToshimaenEkoda,FR Tobu Nerima I,1-chome Kitamachi Nerima-ku Tokyo,139.6542458,35.7576942,54000,12000,23,4,4,0,0,19.11,11.93,12.25,8.81,10.28,10.13,3.0,6.61,7.79,20.28,10.43,16.24,9.37,13.18,7.52,11.39,13.16,14.51,8.37,12.48,12.05,13.85,22.05,11.91,11.74,15.04,11.77,25.56,5.16,2.62,2.42,19.0,10.58,12.35,3.0,12.0,10.29,15.1,8.19,10.91,5.26,19.32,11.56,8.93,15.99,11.26,16.69,28.08,12.77,12.77,10.81,24.2,6.85,8.46,36.69,16.05,16.05,26.95,5.45,10.91,12.56,21.76,10.71,17.75,6.66,13.8,6.28,14.79,15.7,17.17,29.8,6.02,35.11,11.73,11.73,28.9,13.04,13.87,15.24,16.86,10.27,31.77,13.4,7.78,8.89,32.94,11.06,9.5,13.14,8.0,FRESHROOM co.ltd
103,52000,12000,10.56,Both,Available,True,True,True,True,True,False,False,True,False,False,False,True,True,False,False,1886,https://tokyosharehouse.com//eng/house/detail/1886/,NerimaToshimaenEkoda,Green Garden Shakujiidai,8-23-36 Shakujiidai Nerimaku Tokyo,139.5924231,35.7403332,47500,12000,25,0,0,0,1,21.57,13.87,6.48,11.06,15.09,14.55,8.26,10.85,11.55,14.37,14.28,17.22,13.8,7.71,11.87,15.74,7.25,16.97,10.84,14.3,11.47,12.45,16.31,7.36,15.79,16.93,15.99,19.78,8.44,6.78,7.2,13.19,4.73,14.85,8.26,16.27,15.2,14.14,12.76,14.65,10.0,19.75,5.9,3.62,17.6,15.36,20.34,23.45,13.09,13.09,14.09,18.45,12.22,7.62,30.8,14.58,14.58,22.19,11.23,15.53,9.18,22.32,11.84,16.68,11.18,19.36,10.12,20.28,9.8,17.12,23.92,11.73,29.29,16.11,16.11,23.18,11.53,8.08,9.82,18.91,14.3,25.95,18.95,3.27,12.46,27.13,15.45,14.4,15.11,12.01,TOHTO Co. Ltd.
106,60000,12000,13.5,Both,Available,True,True,True,True,True,False,False,True,False,False,False,True,True,False,False,1886,https://tokyosharehouse.com//eng/house/detail/1886/,NerimaToshimaenEkoda,Green Garden Shakujiidai,8-23-36 Shakujiidai Nerimaku Tokyo,139.5924231,35.7403332,47500,12000,25,0,0,0,1,21.57,13.87,6.48,11.06,15.09,14.55,8.26,10.85,11.55,14.37,14.28,17.22,13.8,7.71,11.87,15.74,7.25,16.97,10.84,14.3,11.47,12.45,16.31,7.36,15.79,16.93,15.99,19.78,8.44,6.78,7.2,13.19,4.73,14.85,8.26,16.27,15.2,14.14,12.76,14.65,10.0,19.75,5.9,3.62,17.6,15.36,20.34,23.45,13.09,13.09,14.09,18.45,12.22,7.62,30.8,14.58,14.58,22.19,11.23,15.53,9.18,22.32,11.84,16.68,11.18,19.36,10.12,20.28,9.8,17.12,23.92,11.73,29.29,16.11,16.11,23.18,11.53,8.08,9.82,18.91,14.3,25.95,18.95,3.27,12.46,27.13,15.45,14.4,15.11,12.01,TOHTO Co. Ltd.
201,68000,12000,15.8,Female,Available,True,True,True,True,True,False,False,True,False,False,False,True,True,False,False,1886,https://tokyosharehouse.com//eng/house/detail/1886/,NerimaToshimaenEkoda,Green Garden Shakujiidai,8-23-36 Shakujiidai Nerimaku Tokyo,139.5924231,35.7403332,47500,12000,25,0,0,0,1,21.57,13.87,6.48,11.06,15.09,14.55,8.26,10.85,11.55,14.37,14.28,17.22,13.8,7.71,11.87,15.74,7.25,16.97,10.84,14.3,11.47,12.45,16.31,7.36,15.79,16.93,15.99,19.78,8.44,6.78,7.2,13.19,4.73,14.85,8.26,16.27,15.2,14.14,12.76,14.65,10.0,19.75,5.9,3.62,17.6,15.36,20.34,23.45,13.09,13.09,14.09,18.45,12.22,7.62,30.8,14.58,14.58,22.19,11.23,15.53,9.18,22.32,11.84,16.68,11.18,19.36,10.12,20.28,9.8,17.12,23.92,11.73,29.29,16.11,16.11,23.18,11.53,8.08,9.82,18.91,14.3,25.95,18.95,3.27,12.46,27.13,15.45,14.4,15.11,12.01,TOHTO Co. Ltd.
209,58000,12000,10.56,Both,Available,True,True,True,True,True,False,False,True,False,False,False,True,True,False,False,1886,https://tokyosharehouse.com//eng/house/detail/1886/,NerimaToshimaenEkoda,Green Garden Shakujiidai,8-23-36 Shakujiidai Nerimaku Tokyo,139.5924231,35.7403332,47500,12000,25,0,0,0,1,21.57,13.87,6.48,11.06,15.09,14.55,8.26,10.85,11.55,14.37,14.28,17.22,13.8,7.71,11.87,15.74,7.25,16.97,10.84,14.3,11.47,12.45,16.31,7.36,15.79,16.93,15.99,19.78,8.44,6.78,7.2,13.19,4.73,14.85,8.26,16.27,15.2,14.14,12.76,14.65,10.0,19.75,5.9,3.62,17.6,15.36,20.34,23.45,13.09,13.09,14.09,18.45,12.22,7.62,30.8,14.58,14.58,22.19,11.23,15.53,9.18,22.32,11.84,16.68,11.18,19.36,10.12,20.28,9.8,17.12,23.92,11.73,29.29,16.11,16.11,23.18,11.53,8.08,9.82,18.91,14.3,25.95,18.95,3.27,12.46,27.13,15.45,14.4,15.11,12.01,TOHTO Co. Ltd.
211-A,30000,12000,13.5,Female,Available,True,True,True,True,True,False,False,True,False,False,False,True,True,False,False,1886,https://tokyosharehouse.com//eng/house/detail/1886/,NerimaToshimaenEkoda,Green Garden Shakujiidai,8-23-36 Shakujiidai Nerimaku Tokyo,139.5924231,35.7403332,47500,12000,25,0,0,0,1,21.57,13.87,6.48,11.06,15.09,14.55,8.26,10.85,11.55,14.37,14.28,17.22,13.8,7.71,11.87,15.74,7.25,16.97,10.84,14.3,11.47,12.45,16.31,7.36,15.79,16.93,15.99,19.78,8.44,6.78,7.2,13.19,4.73,14.85,8.26,16.27,15.2,14.14,12.76,14.65,10.0,19.75,5.9,3.62,17.6,15.36,20.34,23.45,13.09,13.09,14.09,18.45,12.22,7.62,30.8,14.58,14.58,22.19,11.23,15.53,9.18,22.32,11.84,16.68,11.18,19.36,10.12,20.28,9.8,17.12,23.92,11.73,29.29,16.11,16.11,23.18,11.53,8.08,9.82,18.91,14.3,25.95,18.95,3.27,12.46,27.13,15.45,14.4,15.11,12.01,TOHTO Co. Ltd.
101,40000,0,11.0,Female,Available,True,True,True,True,True,False,True,True,True,False,True,False,False,True,True,327,https://tokyosharehouse.com//eng/house/detail/327/,NerimaToshimaenEkoda,Shimura Mansion Hasune,Tokyo-To Itabashi-Ku Higashi-Sakashita 2-Chome,139.6834759,35.7780174,39000,0,3,1,0,1,0,19.71,13.29,15.65,10.33,9.4,9.72,1.48,7.0,8.37,23.57,10.54,17.84,9.04,16.65,7.59,10.91,16.42,15.33,9.82,13.85,14.58,16.58,25.03,15.36,11.54,16.19,11.39,28.98,6.8,4.83,4.18,22.06,13.95,13.3,1.48,11.56,9.28,17.62,7.88,11.07,5.47,21.08,14.99,12.39,17.25,11.04,16.5,31.48,14.89,14.89,11.35,27.63,5.62,11.36,40.01,18.72,18.72,30.37,3.48,10.18,15.84,23.38,12.62,20.22,6.72,11.61,7.13,12.67,19.01,19.24,32.93,4.19,38.51,11.21,11.21,32.34,15.84,17.28,18.71,17.81,10.23,35.17,11.25,11.25,9.46,36.35,10.57,8.58,14.37,8.33,Stay Japan
102,38000,0,6.0,Female,Available,True,True,True,True,True,False,True,True,True,False,True,False,False,True,True,327,https://tokyosharehouse.com//eng/house/detail/327/,NerimaToshimaenEkoda,Shimura Mansion Hasune,Tokyo-To Itabashi-Ku Higashi-Sakashita 2-Chome,139.6834759,35.7780174,39000,0,3,1,0,1,0,19.71,13.29,15.65,10.33,9.4,9.72,1.48,7.0,8.37,23.57,10.54,17.84,9.04,16.65,7.59,10.91,16.42,15.33,9.82,13.85,14.58,16.58,25.03,15.36,11.54,16.19,11.39,28.98,6.8,4.83,4.18,22.06,13.95,13.3,1.48,11.56,9.28,17.62,7.88,11.07,5.47,21.08,14.99,12.39,17.25,11.04,16.5,31.48,14.89,14.89,11.35,27.63,5.62,11.36,40.01,18.72,18.72,30.37,3.48,10.18,15.84,23.38,12.62,20.22,6.72,11.61,7.13,12.67,19.01,19.24,32.93,4.19,38.51,11.21,11.21,32.34,15.84,17.28,18.71,17.81,10.23,35.17,11.25,11.25,9.46,36.35,10.57,8.58,14.37,8.33,Stay Japan
103,40000,0,10.5,Female,Available,True,True,True,True,True,False,True,True,True,False,True,False,False,True,True,327,https://tokyosharehouse.com//eng/house/detail/327/,NerimaToshimaenEkoda,Shimura Mansion Hasune,Tokyo-To Itabashi-Ku Higashi-Sakashita 2-Chome,139.6834759,35.7780174,39000,0,3,1,0,1,0,19.71,13.29,15.65,10.33,9.4,9.72,1.48,7.0,8.37,23.57,10.54,17.84,9.04,16.65,7.59,10.91,16.42,15.33,9.82,13.85,14.58,16.58,25.03,15.36,11.54,16.19,11.39,28.98,6.8,4.83,4.18,22.06,13.95,13.3,1.48,11.56,9.28,17.62,7.88,11.07,5.47,21.08,14.99,12.39,17.25,11.04,16.5,31.48,14.89,14.89,11.35,27.63,5.62,11.36,40.01,18.72,18.72,30.37,3.48,10.18,15.84,23.38,12.62,20.22,6.72,11.61,7.13,12.67,19.01,19.24,32.93,4.19,38.51,11.21,11.21,32.34,15.84,17.28,18.71,17.81,10.23,35.17,11.25,11.25,9.46,36.35,10.57,8.58,14.37,8.33,Stay Japan
106,55000,12000,7.8,Both,Available,True,True,True,True,True,False,False,True,True,False,True,False,False,True,False,172,https://tokyosharehouse.com//eng/house/detail/172/,NerimaToshimaenEkoda,DK House Tokyo Nerima,Nukui Nerima-ku Tokyo,139.631798,35.7410824,41250,12000,177,0,0,2,0,19.0,11.43,9.61,8.38,11.61,11.16,5.63,7.45,8.31,17.76,11.06,15.34,10.4,10.46,8.46,12.38,10.71,14.34,8.06,11.93,10.36,11.91,19.87,9.19,12.52,14.58,12.67,22.9,5.22,3.25,3.65,16.74,8.01,12.17,5.63,12.94,11.71,13.34,9.31,11.47,6.49,18.21,8.89,6.22,15.39,12.07,17.25,25.4,11.49,11.49,11.07,21.53,8.66,6.51,34.11,14.13,14.13,24.24,7.75,12.09,10.02,20.73,9.75,16.0,7.72,15.8,6.81,16.73,13.17,15.82,27.42,8.21,32.46,12.74,12.74,26.21,11.04,11.24,12.51,16.5,11.02,29.13,15.39,5.04,9.3,30.29,12.08,10.9,12.68,8.7,daiichikousan co.ltd
107,55000,12000,7.8,Both,Available,True,True,True,True,True,False,False,True,True,False,True,False,False,True,False,172,https://tokyosharehouse.com//eng/house/detail/172/,NerimaToshimaenEkoda,DK House Tokyo Nerima,Nukui Nerima-ku Tokyo,139.631798,35.7410824,41250,12000,177,0,0,2,0,19.0,11.43,9.61,8.38,11.61,11.16,5.63,7.45,8.31,17.76,11.06,15.34,10.4,10.46,8.46,12.38,10.71,14.34,8.06,11.93,10.36,11.91,19.87,9.19,12.52,14.58,12.67,22.9,5.22,3.25,3.65,16.74,8.01,12.17,5.63,12.94,11.71,13.34,9.31,11.47,6.49,18.21,8.89,6.22,15.39,12.07,17.25,25.4,11.49,11.49,11.07,21.53,8.66,6.51,34.11,14.13,14.13,24.24,7.75,12.09,10.02,20.73,9.75,16.0,7.72,15.8,6.81,16.73,13.17,15.82,27.42,8.21,32.46,12.74,12.74,26.21,11.04,11.24,12.51,16.5,11.02,29.13,15.39,5.04,9.3,30.29,12.08,10.9,12.68,8.7,daiichikousan co.ltd
108,55000,12000,7.8,Both,Available,True,True,True,True,True,False,False,True,True,False,True,False,False,True,False,172,https://tokyosharehouse.com//eng/house/detail/172/,NerimaToshimaenEkoda,DK House Tokyo Nerima,Nukui Nerima-ku Tokyo,139.631798,35.7410824,41250,12000,177,0,0,2,0,19.0,11.43,9.61,8.38,11.61,11.16,5.63,7.45,8.31,17.76,11.06,15.34,10.4,10.46,8.46,12.38,10.71,14.34,8.06,11.93,10.36,11.91,19.87,9.19,12.52,14.58,12.67,22.9,5.22,3.25,3.65,16.74,8.01,12.17,5.63,12.94,11.71,13.34,9.31,11.47,6.49,18.21,8.89,6.22,15.39,12.07,17.25,25.4,11.49,11.49,11.07,21.53,8.66,6.51,34.11,14.13,14.13,24.24,7.75,12.09,10.02,20.73,9.75,16.0,7.72,15.8,6.81,16.73,13.17,15.82,27.42,8.21,32.46,12.74,12.74,26.21,11.04,11.24,12.51,16.5,11.02,29.13,15.39,5.04,9.3,30.29,12.08,10.9,12.68,8.7,daiichikousan co.ltd
109,55000,12000,7.8,Both,Available,True,True,True,True,True,False,False,True,True,False,True,False,False,True,False,172,https://tokyosharehouse.com//eng/house/detail/172/,NerimaToshimaenEkoda,DK House Tokyo Nerima,Nukui Nerima-ku Tokyo,139.631798,35.7410824,41250,12000,177,0,0,2,0,19.0,11.43,9.61,8.38,11.61,11.16,5.63,7.45,8.31,17.76,11.06,15.34,10.4,10.46,8.46,12.38,10.71,14.34,8.06,11.93,10.36,11.91,19.87,9.19,12.52,14.58,12.67,22.9,5.22,3.25,3.65,16.74,8.01,12.17,5.63,12.94,11.71,13.34,9.31,11.47,6.49,18.21,8.89,6.22,15.39,12.07,17.25,25.4,11.49,11.49,11.07,21.53,8.66,6.51,34.11,14.13,14.13,24.24,7.75,12.09,10.02,20.73,9.75,16.0,7.72,15.8,6.81,16.73,13.17,15.82,27.42,8.21,32.46,12.74,12.74,26.21,11.04,11.24,12.51,16.5,11.02,29.13,15.39,5.04,9.3,30.29,12.08,10.9,12.68,8.7,daiichikousan co.ltd
110,55000,12000,7.8,Both,Available,True,True,True,True,True,False,False,True,True,False,True,False,False,True,False,172,https://tokyosharehouse.com//eng/house/detail/172/,NerimaToshimaenEkoda,DK House Tokyo Nerima,Nukui Nerima-ku Tokyo,139.631798,35.7410824,41250,12000,177,0,0,2,0,19.0,11.43,9.61,8.38,11.61,11.16,5.63,7.45,8.31,17.76,11.06,15.34,10.4,10.46,8.46,12.38,10.71,14.34,8.06,11.93,10.36,11.91,19.87,9.19,12.52,14.58,12.67,22.9,5.22,3.25,3.65,16.74,8.01,12.17,5.63,12.94,11.71,13.34,9.31,11.47,6.49,18.21,8.89,6.22,15.39,12.07,17.25,25.4,11.49,11.49,11.07,21.53,8.66,6.51,34.11,14.13,14.13,24.24,7.75,12.09,10.02,20.73,9.75,16.0,7.72,15.8,6.81,16.73,13.17,15.82,27.42,8.21,32.46,12.74,12.74,26.21,11.04,11.24,12.51,16.5,11.02,29.13,15.39,5.04,9.3,30.29,12.08,10.9,12.68,8.7,daiichikousan co.ltd
111,55000,12000,7.8,Both,Available,True,True,True,True,True,False,False,True,True,False,True,False,False,True,False,172,https://tokyosharehouse.com//eng/house/detail/172/,NerimaToshimaenEkoda,DK House Tokyo Nerima,Nukui Nerima-ku Tokyo,139.631798,35.7410824,41250,12000,177,0,0,2,0,19.0,11.43,9.61,8.38,11.61,11.16,5.63,7.45,8.31,17.76,11.06,15.34,10.4,10.46,8.46,12.38,10.71,14.34,8.06,11.93,10.36,11.91,19.87,9.19,12.52,14.58,12.67,22.9,5.22,3.25,3.65,16.74,8.01,12.17,5.63,12.94,11.71,13.34,9.31,11.47,6.49,18.21,8.89,6.22,15.39,12.07,17.25,25.4,11.49,11.49,11.07,21.53,8.66,6.51,34.11,14.13,14.13,24.24,7.75,12.09,10.02,20.73,9.75,16.0,7.72,15.8,6.81,16.73,13.17,15.82,27.42,8.21,32.46,12.74,12.74,26.21,11.04,11.24,12.51,16.5,11.02,29.13,15.39,5.04,9.3,30.29,12.08,10.9,12.68,8.7,daiichikousan co.ltd
301,55000,12000,7.8,Female,Available,True,True,True,True,True,False,False,True,True,False,True,False,False,True,False,172,https://tokyosharehouse.com//eng/house/detail/172/,NerimaToshimaenEkoda,DK House Tokyo Nerima,Nukui Nerima-ku Tokyo,139.631798,35.7410824,41250,12000,177,0,0,2,0,19.0,11.43,9.61,8.38,11.61,11.16,5.63,7.45,8.31,17.76,11.06,15.34,10.4,10.46,8.46,12.38,10.71,14.34,8.06,11.93,10.36,11.91,19.87,9.19,12.52,14.58,12.67,22.9,5.22,3.25,3.65,16.74,8.01,12.17,5.63,12.94,11.71,13.34,9.31,11.47,6.49,18.21,8.89,6.22,15.39,12.07,17.25,25.4,11.49,11.49,11.07,21.53,8.66,6.51,34.11,14.13,14.13,24.24,7.75,12.09,10.02,20.73,9.75,16.0,7.72,15.8,6.81,16.73,13.17,15.82,27.42,8.21,32.46,12.74,12.74,26.21,11.04,11.24,12.51,16.5,11.02,29.13,15.39,5.04,9.3,30.29,12.08,10.9,12.68,8.7,daiichikousan co.ltd
302,55000,12000,7.8,Female,Available,True,True,True,True,True,False,False,True,True,False,True,False,False,True,False,172,https://tokyosharehouse.com//eng/house/detail/172/,NerimaToshimaenEkoda,DK House Tokyo Nerima,Nukui Nerima-ku Tokyo,139.631798,35.7410824,41250,12000,177,0,0,2,0,19.0,11.43,9.61,8.38,11.61,11.16,5.63,7.45,8.31,17.76,11.06,15.34,10.4,10.46,8.46,12.38,10.71,14.34,8.06,11.93,10.36,11.91,19.87,9.19,12.52,14.58,12.67,22.9,5.22,3.25,3.65,16.74,8.01,12.17,5.63,12.94,11.71,13.34,9.31,11.47,6.49,18.21,8.89,6.22,15.39,12.07,17.25,25.4,11.49,11.49,11.07,21.53,8.66,6.51,34.11,14.13,14.13,24.24,7.75,12.09,10.02,20.73,9.75,16.0,7.72,15.8,6.81,16.73,13.17,15.82,27.42,8.21,32.46,12.74,12.74,26.21,11.04,11.24,12.51,16.5,11.02,29.13,15.39,5.04,9.3,30.29,12.08,10.9,12.68,8.7,daiichikousan co.ltd
303,55000,12000,7.8,Female,Available,True,True,True,True,True,False,False,True,True,False,True,False,False,True,False,172,https://tokyosharehouse.com//eng/house/detail/172/,NerimaToshimaenEkoda,DK House Tokyo Nerima,Nukui Nerima-ku Tokyo,139.631798,35.7410824,41250,12000,177,0,0,2,0,19.0,11.43,9.61,8.38,11.61,11.16,5.63,7.45,8.31,17.76,11.06,15.34,10.4,10.46,8.46,12.38,10.71,14.34,8.06,11.93,10.36,11.91,19.87,9.19,12.52,14.58,12.67,22.9,5.22,3.25,3.65,16.74,8.01,12.17,5.63,12.94,11.71,13.34,9.31,11.47,6.49,18.21,8.89,6.22,15.39,12.07,17.25,25.4,11.49,11.49,11.07,21.53,8.66,6.51,34.11,14.13,14.13,24.24,7.75,12.09,10.02,20.73,9.75,16.0,7.72,15.8,6.81,16.73,13.17,15.82,27.42,8.21,32.46,12.74,12.74,26.21,11.04,11.24,12.51,16.5,11.02,29.13,15.39,5.04,9.3,30.29,12.08,10.9,12.68,8.7,daiichikousan co.ltd
309,55000,12000,7.8,Female,Available,True,True,True,True,True,False,False,True,True,False,True,False,False,True,False,172,https://tokyosharehouse.com//eng/house/detail/172/,NerimaToshimaenEkoda,DK House Tokyo Nerima,Nukui Nerima-ku Tokyo,139.631798,35.7410824,41250,12000,177,0,0,2,0,19.0,11.43,9.61,8.38,11.61,11.16,5.63,7.45,8.31,17.76,11.06,15.34,10.4,10.46,8.46,12.38,10.71,14.34,8.06,11.93,10.36,11.91,19.87,9.19,12.52,14.58,12.67,22.9,5.22,3.25,3.65,16.74,8.01,12.17,5.63,12.94,11.71,13.34,9.31,11.47,6.49,18.21,8.89,6.22,15.39,12.07,17.25,25.4,11.49,11.49,11.07,21.53,8.66,6.51,34.11,14.13,14.13,24.24,7.75,12.09,10.02,20.73,9.75,16.0,7.72,15.8,6.81,16.73,13.17,15.82,27.42,8.21,32.46,12.74,12.74,26.21,11.04,11.24,12.51,16.5,11.02,29.13,15.39,5.04,9.3,30.29,12.08,10.9,12.68,8.7,daiichikousan co.ltd
310,55000,12000,7.8,Female,Available,True,True,True,True,True,False,False,True,True,False,True,False,False,True,False,172,https://tokyosharehouse.com//eng/house/detail/172/,NerimaToshimaenEkoda,DK House Tokyo Nerima,Nukui Nerima-ku Tokyo,139.631798,35.7410824,41250,12000,177,0,0,2,0,19.0,11.43,9.61,8.38,11.61,11.16,5.63,7.45,8.31,17.76,11.06,15.34,10.4,10.46,8.46,12.38,10.71,14.34,8.06,11.93,10.36,11.91,19.87,9.19,12.52,14.58,12.67,22.9,5.22,3.25,3.65,16.74,8.01,12.17,5.63,12.94,11.71,13.34,9.31,11.47,6.49,18.21,8.89,6.22,15.39,12.07,17.25,25.4,11.49,11.49,11.07,21.53,8.66,6.51,34.11,14.13,14.13,24.24,7.75,12.09,10.02,20.73,9.75,16.0,7.72,15.8,6.81,16.73,13.17,15.82,27.42,8.21,32.46,12.74,12.74,26.21,11.04,11.24,12.51,16.5,11.02,29.13,15.39,5.04,9.3,30.29,12.08,10.9,12.68,8.7,daiichikousan co.ltd
