idChamber,price,fee,space(m2),sexe,availablity,asKey,asDesk,asChair,asBed,asClimatisation,asPrivateBasin,asTv,asStorage,asLan,asPrivateKitchen,asPrivateFridge,asPrivateShower,asPrivateToilet,asSunaccess,asSomethingMore,houseId,houseUrl,region,houseName,adress,longetide,latitude,medianPrice,medianFee,numberOfBed,nbShower,nbToilet,nbBath,nbKitchen,distanceToAdvanced Institute of Industrial Technology(km),distanceToAoyama Gakuin University(km),distanceToAsia University(km),distanceToBunka Gakuen University(km),distanceToBunkyo Gakuin University(km),distanceToChuo University(km),distanceToDaito Bunka University(km),distanceToGakushuin University(km),distanceToGakushuin Women's College(km),distanceToHitotsubashi University(km),distanceToHosei University(km),distanceToHoshi University(km),distanceToInternational College for Postgraduate Buddhist Studies(km),distanceToJapan Lutheran College(km),distanceToJapan Women's University(km),distanceToJuntendo University(km),distanceToKaetsu University(km),distanceToKeio University(km),distanceToKogakuin University(km),distanceToKokugakuin University(km),distanceToKokushikan University(km),distanceToKomazawa University(km),distanceToKunitachi College of Music(km),distanceToKyorin University(km),distanceToKyoritsu Women's University(km),distanceToMeiji Gakuin University(km),distanceToMeiji University(km),distanceToMeisei University(km),distanceToMejiro University(km),distanceToMusashi University(km),distanceToMusashino Academia Musicae(km),distanceToMusashino Art University(km),distanceToMusashino University(km),distanceToNational Graduate Institute for Policy Studies(km),distanceToNihon Bunka University(km),distanceToNihon University(km),distanceToNippon Medical School(km),distanceToNippon Sport Science University(km),distanceToOchanomizu University(km),distanceToOtsuma Women's University(km),distanceToRikkyo University(km),distanceToRissho University(km),distanceToSeijo University(km),distanceToSeikei University(km),distanceToSeisen University(km),distanceToSenshu University(km),distanceToShibaura Institute of Technology(km),distanceToShowa Pharmaceutical University(km),distanceToShowa University(km),distanceToShowa Women's University(km),distanceToSophia University(km),distanceToSugino Fashion College(km),distanceToTaisho University(km),distanceToTakachiho University(km),distanceToTakushoku University(km),distanceToTama Art University(km),distanceToTama University(km),distanceToTamagawa University(km),distanceToTeikyo University(km),distanceToThe University of Tokyo(km),distanceToToho Gakuen School of Music(km),distanceToToho University(km),distanceToTokai University(km),distanceToTokyo City University(km),distanceToTokyo College of Music(km),distanceToTokyo Denki University(km),distanceToTokyo Fuji University(km),distanceToTokyo Future University(km),distanceToTokyo Gakugei University(km),distanceToTokyo Institute of Technology(km),distanceToTokyo Junshin University(km),distanceToTokyo Kasei University(km),distanceToTokyo Kasei-Gakuin University(km),distanceToTokyo Medical and Dental University(km),distanceToTokyo Medical University(km),distanceToTokyo Metropolitan University(km),distanceToTokyo University of Agriculture(km),distanceToTokyo University of Agriculture and Technology(km),distanceToTokyo University of Foreign Studies(km),distanceToTokyo University of Marine Science and Technology(km),distanceToTokyo University of Science(km),distanceToTokyo University of Technology(km),distanceToTokyo University of the Arts(km),distanceToTokyo Woman's Christian University(km),distanceToTokyo Women's Medical University(km),distanceToTokyo Zokei University(km),distanceToToyo Gakuen University(km),distanceToToyo University(km),distanceToUniversity of the Sacred Heart(km),distanceToWaseda University(km),owner
301,45000,20000,13.77,Both,Available,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,228,https://tokyosharehouse.com//eng/house/detail/228/,Denenchofu Kamata HanedaAirport,Minorasu share Ikegami,Ikegami Ota-ku Tokyo,139.703049,35.5720205,45000,20000,34,0,0,0,0,8.52,9.87,21.31,12.65,17.01,15.73,23.6,16.34,15.03,27.06,14.14,5.29,15.9,19.92,16.18,15.38,23.66,9.27,13.17,9.33,9.76,9.2,31.76,17.0,14.37,7.71,14.92,27.87,16.23,18.59,19.06,28.88,21.49,10.44,23.6,15.05,17.39,7.36,16.52,13.71,17.72,1.99,20.57,19.49,6.59,14.63,12.89,21.19,8.4,8.4,12.73,26.68,19.09,13.64,38.69,7.64,7.64,21.2,20.88,16.33,14.04,1.89,10.43,5.53,16.83,21.68,15.95,21.64,24.2,4.11,36.01,20.5,35.7,15.43,15.43,29.45,10.06,21.89,20.04,7.33,14.63,33.15,21.45,18.52,14.14,33.76,15.55,17.38,9.06,15.33,Minoras Real Estate
208,43000,15000,8.0,Both,Available,True,True,True,True,True,False,False,False,True,False,True,False,False,True,False,3461,https://tokyosharehouse.com//eng/house/detail/3461/,Denenchofu Kamata HanedaAirport,TOKYO SHARE SPA Gotannda Nishi-Magome, 5chome Minamimagome Ota-ku Tokyo,139.715843,35.561206,43000,15000,15,2,5,1,0,8.49,11.06,22.98,13.96,17.89,16.65,24.97,17.54,16.2,28.67,15.09,6.46,16.88,21.58,17.31,16.19,25.33,10.05,14.48,10.51,11.37,10.87,33.4,18.67,15.18,8.6,15.71,29.34,17.59,20.0,20.44,30.53,23.16,11.46,24.97,15.81,18.26,9.03,17.58,14.63,18.96,3.23,22.24,21.15,7.46,15.48,13.17,22.28,9.91,9.91,13.73,28.17,20.19,15.24,40.04,9.3,9.3,22.37,22.06,17.16,15.71,1.25,11.84,7.16,18.0,22.32,17.2,22.21,25.86,5.72,37.54,21.64,37.0,16.21,16.21,30.82,11.73,23.55,21.68,7.86,15.58,34.52,22.11,20.17,15.26,35.1,16.39,18.31,10.14,16.46,MAVALASinc.
110,35000,13000,10.1,Both,Available,True,True,True,True,True,False,False,True,True,False,False,False,False,True,False,80,https://tokyosharehouse.com//eng/house/detail/80/,Denenchofu Kamata HanedaAirport,Nouvelle Vague,2-chome Omorichu Ota-ku Tokyo,139.715843,35.561206,29000,13000,14,3,3,0,0,8.49,11.06,22.98,13.96,17.89,16.65,24.97,17.54,16.2,28.67,15.09,6.46,16.88,21.58,17.31,16.19,25.33,10.05,14.48,10.51,11.37,10.87,33.4,18.67,15.18,8.6,15.71,29.34,17.59,20.0,20.44,30.53,23.16,11.46,24.97,15.81,18.26,9.03,17.58,14.63,18.96,3.23,22.24,21.15,7.46,15.48,13.17,22.28,9.91,9.91,13.73,28.17,20.19,15.24,40.04,9.3,9.3,22.37,22.06,17.16,15.71,1.25,11.84,7.16,18.0,22.32,17.2,22.21,25.86,5.72,37.54,21.64,37.0,16.21,16.21,30.82,11.73,23.55,21.68,7.86,15.58,34.52,22.11,20.17,15.26,35.1,16.39,18.31,10.14,16.46,Minoras Real Estate
202,58000,14000,18.14,Both,Available,True,False,False,True,True,False,True,True,True,False,False,False,False,True,False,764,https://tokyosharehouse.com//eng/house/detail/764/,Denenchofu Kamata HanedaAirport,Lien Nishi-magome,Tokyo-To Ota-Ku Naka-Ikegami ,139.7051955,35.5789017,51000,14000,4,0,1,1,0,7.92,9.1,20.93,11.9,16.22,14.94,22.87,15.57,14.25,26.85,13.35,4.51,15.11,19.58,15.4,14.6,23.27,8.49,12.42,8.56,9.19,8.78,31.5,16.63,13.58,6.92,14.14,27.84,15.5,17.88,18.33,28.59,21.05,9.65,22.87,14.27,16.6,6.94,15.73,12.92,16.96,1.2,20.17,19.0,5.81,13.84,12.18,21.47,7.73,7.73,11.94,26.63,18.31,13.04,38.76,7.36,7.36,21.43,20.11,15.54,13.68,1.93,9.71,5.34,16.06,20.91,15.18,20.88,23.89,3.55,35.91,19.72,35.81,14.65,14.65,29.51,9.62,21.56,19.78,6.59,13.85,33.22,20.67,18.0,13.36,33.85,14.76,16.59,8.27,14.55,Minoras Real Estate
108,64000,15000,9.0,Male,Available,True,True,True,True,True,False,False,True,True,False,True,False,False,False,False,1032,https://tokyosharehouse.com//eng/house/detail/1032/,Denenchofu Kamata HanedaAirport,CrannTerrace Kugahara,Higashimine-machi Otaku Tokyo 12-27,139.7654796,35.6820646,75900,15000,62,0,0,0,1,7.18,5.52,21.03,6.42,4.12,3.31,14.21,6.49,5.44,29.08,2.69,8.55,3.95,20.77,5.6,2.29,22.95,4.23,6.4,5.69,10.86,12.88,32.41,17.95,1.46,5.86,1.76,32.57,8.53,10.74,10.71,29.19,20.09,4.01,14.21,1.74,4.43,12.42,5.12,2.28,7.89,11.54,20.14,17.69,6.92,1.95,3.59,30.27,9.11,9.11,3.02,31.18,7.53,11.5,44.21,13.91,13.91,29.68,9.76,3.27,16.15,12.98,7.57,13.93,6.49,8.21,6.96,8.24,24.82,11.37,39.01,9.13,41.86,2.17,2.17,35.26,12.84,22.4,22.16,6.35,2.84,38.75,7.97,16.16,4.47,39.7,2.6,4.79,5.29,5.12,Tokyo Defense Co. Ltd.
117,64000,15000,9.0,Male,Available,True,True,True,True,True,False,False,True,True,False,True,False,False,True,False,1032,https://tokyosharehouse.com//eng/house/detail/1032/,Denenchofu Kamata HanedaAirport,CrannTerrace Kugahara,Higashimine-machi Otaku Tokyo 12-27,139.7654796,35.6820646,75900,15000,62,0,0,0,1,7.18,5.52,21.03,6.42,4.12,3.31,14.21,6.49,5.44,29.08,2.69,8.55,3.95,20.77,5.6,2.29,22.95,4.23,6.4,5.69,10.86,12.88,32.41,17.95,1.46,5.86,1.76,32.57,8.53,10.74,10.71,29.19,20.09,4.01,14.21,1.74,4.43,12.42,5.12,2.28,7.89,11.54,20.14,17.69,6.92,1.95,3.59,30.27,9.11,9.11,3.02,31.18,7.53,11.5,44.21,13.91,13.91,29.68,9.76,3.27,16.15,12.98,7.57,13.93,6.49,8.21,6.96,8.24,24.82,11.37,39.01,9.13,41.86,2.17,2.17,35.26,12.84,22.4,22.16,6.35,2.84,38.75,7.97,16.16,4.47,39.7,2.6,4.79,5.29,5.12,Tokyo Defense Co. Ltd.
205,63000,15000,9.0,Female,Available,True,True,True,True,True,False,False,True,True,False,True,False,False,False,False,1032,https://tokyosharehouse.com//eng/house/detail/1032/,Denenchofu Kamata HanedaAirport,CrannTerrace Kugahara,Higashimine-machi Otaku Tokyo 12-27,139.7654796,35.6820646,75900,15000,62,0,0,0,1,7.18,5.52,21.03,6.42,4.12,3.31,14.21,6.49,5.44,29.08,2.69,8.55,3.95,20.77,5.6,2.29,22.95,4.23,6.4,5.69,10.86,12.88,32.41,17.95,1.46,5.86,1.76,32.57,8.53,10.74,10.71,29.19,20.09,4.01,14.21,1.74,4.43,12.42,5.12,2.28,7.89,11.54,20.14,17.69,6.92,1.95,3.59,30.27,9.11,9.11,3.02,31.18,7.53,11.5,44.21,13.91,13.91,29.68,9.76,3.27,16.15,12.98,7.57,13.93,6.49,8.21,6.96,8.24,24.82,11.37,39.01,9.13,41.86,2.17,2.17,35.26,12.84,22.4,22.16,6.35,2.84,38.75,7.97,16.16,4.47,39.7,2.6,4.79,5.29,5.12,Tokyo Defense Co. Ltd.
229,65000,15000,9.0,Female,Available,True,True,True,True,True,False,False,True,True,False,True,False,False,True,False,1032,https://tokyosharehouse.com//eng/house/detail/1032/,Denenchofu Kamata HanedaAirport,CrannTerrace Kugahara,Higashimine-machi Otaku Tokyo 12-27,139.7654796,35.6820646,75900,15000,62,0,0,0,1,7.18,5.52,21.03,6.42,4.12,3.31,14.21,6.49,5.44,29.08,2.69,8.55,3.95,20.77,5.6,2.29,22.95,4.23,6.4,5.69,10.86,12.88,32.41,17.95,1.46,5.86,1.76,32.57,8.53,10.74,10.71,29.19,20.09,4.01,14.21,1.74,4.43,12.42,5.12,2.28,7.89,11.54,20.14,17.69,6.92,1.95,3.59,30.27,9.11,9.11,3.02,31.18,7.53,11.5,44.21,13.91,13.91,29.68,9.76,3.27,16.15,12.98,7.57,13.93,6.49,8.21,6.96,8.24,24.82,11.37,39.01,9.13,41.86,2.17,2.17,35.26,12.84,22.4,22.16,6.35,2.84,38.75,7.97,16.16,4.47,39.7,2.6,4.79,5.29,5.12,Tokyo Defense Co. Ltd.
234,92000,15000,16.0,Both,Available,True,True,True,True,True,False,False,True,True,False,True,True,False,True,True,1032,https://tokyosharehouse.com//eng/house/detail/1032/,Denenchofu Kamata HanedaAirport,CrannTerrace Kugahara,Higashimine-machi Otaku Tokyo 12-27,139.7654796,35.6820646,75900,15000,62,0,0,0,1,7.18,5.52,21.03,6.42,4.12,3.31,14.21,6.49,5.44,29.08,2.69,8.55,3.95,20.77,5.6,2.29,22.95,4.23,6.4,5.69,10.86,12.88,32.41,17.95,1.46,5.86,1.76,32.57,8.53,10.74,10.71,29.19,20.09,4.01,14.21,1.74,4.43,12.42,5.12,2.28,7.89,11.54,20.14,17.69,6.92,1.95,3.59,30.27,9.11,9.11,3.02,31.18,7.53,11.5,44.21,13.91,13.91,29.68,9.76,3.27,16.15,12.98,7.57,13.93,6.49,8.21,6.96,8.24,24.82,11.37,39.01,9.13,41.86,2.17,2.17,35.26,12.84,22.4,22.16,6.35,2.84,38.75,7.97,16.16,4.47,39.7,2.6,4.79,5.29,5.12,Tokyo Defense Co. Ltd.
201,65000,10000,10.2,Female,Available,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,33,https://tokyosharehouse.com//eng/house/detail/33/,Denenchofu Kamata HanedaAirport,Come On UP Sanno ,Sanno Ota-ku Tokyo,139.7253817,35.5892009,64000,10000,6,0,2,0,1,5.76,8.05,21.6,11.07,14.67,13.43,22.1,14.49,13.13,27.98,11.89,3.58,13.69,20.4,14.2,12.96,23.93,6.82,11.56,7.5,9.41,9.52,32.47,17.37,11.95,5.4,12.48,29.34,14.75,17.22,17.61,29.48,21.55,8.3,22.1,12.58,15.03,7.76,14.42,11.42,15.94,1.59,20.79,19.38,4.26,12.25,10.13,23.44,7.57,7.57,10.56,28.1,17.05,13.06,40.43,8.52,8.52,23.34,18.97,13.93,14.49,2.09,9.16,6.79,14.92,19.11,14.22,19.02,24.76,4.24,37.24,18.53,37.54,12.98,12.98,31.16,10.25,22.36,20.8,4.66,12.38,34.87,18.9,18.25,12.15,35.54,13.16,15.1,7.03,13.36,Come on UP Ltd
202,56000,10000,9.2,Female,Available,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,33,https://tokyosharehouse.com//eng/house/detail/33/,Denenchofu Kamata HanedaAirport,Come On UP Sanno ,Sanno Ota-ku Tokyo,139.7253817,35.5892009,64000,10000,6,0,2,0,1,5.76,8.05,21.6,11.07,14.67,13.43,22.1,14.49,13.13,27.98,11.89,3.58,13.69,20.4,14.2,12.96,23.93,6.82,11.56,7.5,9.41,9.52,32.47,17.37,11.95,5.4,12.48,29.34,14.75,17.22,17.61,29.48,21.55,8.3,22.1,12.58,15.03,7.76,14.42,11.42,15.94,1.59,20.79,19.38,4.26,12.25,10.13,23.44,7.57,7.57,10.56,28.1,17.05,13.06,40.43,8.52,8.52,23.34,18.97,13.93,14.49,2.09,9.16,6.79,14.92,19.11,14.22,19.02,24.76,4.24,37.24,18.53,37.54,12.98,12.98,31.16,10.25,22.36,20.8,4.66,12.38,34.87,18.9,18.25,12.15,35.54,13.16,15.1,7.03,13.36,Come on UP Ltd
301,59000,10000,7.6,Both,Available,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,33,https://tokyosharehouse.com//eng/house/detail/33/,Denenchofu Kamata HanedaAirport,Come On UP Sanno ,Sanno Ota-ku Tokyo,139.7253817,35.5892009,64000,10000,6,0,2,0,1,5.76,8.05,21.6,11.07,14.67,13.43,22.1,14.49,13.13,27.98,11.89,3.58,13.69,20.4,14.2,12.96,23.93,6.82,11.56,7.5,9.41,9.52,32.47,17.37,11.95,5.4,12.48,29.34,14.75,17.22,17.61,29.48,21.55,8.3,22.1,12.58,15.03,7.76,14.42,11.42,15.94,1.59,20.79,19.38,4.26,12.25,10.13,23.44,7.57,7.57,10.56,28.1,17.05,13.06,40.43,8.52,8.52,23.34,18.97,13.93,14.49,2.09,9.16,6.79,14.92,19.11,14.22,19.02,24.76,4.24,37.24,18.53,37.54,12.98,12.98,31.16,10.25,22.36,20.8,4.66,12.38,34.87,18.9,18.25,12.15,35.54,13.16,15.1,7.03,13.36,Come on UP Ltd
201,58000,10000,5.1,Both,Available,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,32,https://tokyosharehouse.com//eng/house/detail/32/,Denenchofu Kamata HanedaAirport,Come On UP Yaguchinowatashi,2-chome Higashiyaguchi Ota-ku Tokyo,139.715843,35.561206,65000,10000,6,1,2,1,1,8.49,11.06,22.98,13.96,17.89,16.65,24.97,17.54,16.2,28.67,15.09,6.46,16.88,21.58,17.31,16.19,25.33,10.05,14.48,10.51,11.37,10.87,33.4,18.67,15.18,8.6,15.71,29.34,17.59,20.0,20.44,30.53,23.16,11.46,24.97,15.81,18.26,9.03,17.58,14.63,18.96,3.23,22.24,21.15,7.46,15.48,13.17,22.28,9.91,9.91,13.73,28.17,20.19,15.24,40.04,9.3,9.3,22.37,22.06,17.16,15.71,1.25,11.84,7.16,18.0,22.32,17.2,22.21,25.86,5.72,37.54,21.64,37.0,16.21,16.21,30.82,11.73,23.55,21.68,7.86,15.58,34.52,22.11,20.17,15.26,35.1,16.39,18.31,10.14,16.46,Come on UP Ltd
202,72000,10000,12.7,Both,Available,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,32,https://tokyosharehouse.com//eng/house/detail/32/,Denenchofu Kamata HanedaAirport,Come On UP Yaguchinowatashi,2-chome Higashiyaguchi Ota-ku Tokyo,139.715843,35.561206,65000,10000,6,1,2,1,1,8.49,11.06,22.98,13.96,17.89,16.65,24.97,17.54,16.2,28.67,15.09,6.46,16.88,21.58,17.31,16.19,25.33,10.05,14.48,10.51,11.37,10.87,33.4,18.67,15.18,8.6,15.71,29.34,17.59,20.0,20.44,30.53,23.16,11.46,24.97,15.81,18.26,9.03,17.58,14.63,18.96,3.23,22.24,21.15,7.46,15.48,13.17,22.28,9.91,9.91,13.73,28.17,20.19,15.24,40.04,9.3,9.3,22.37,22.06,17.16,15.71,1.25,11.84,7.16,18.0,22.32,17.2,22.21,25.86,5.72,37.54,21.64,37.0,16.21,16.21,30.82,11.73,23.55,21.68,7.86,15.58,34.52,22.11,20.17,15.26,35.1,16.39,18.31,10.14,16.46,Come on UP Ltd
203,66000,10000,10.2,Both,Available,True,True,True,False,True,False,False,False,True,False,False,False,False,True,False,32,https://tokyosharehouse.com//eng/house/detail/32/,Denenchofu Kamata HanedaAirport,Come On UP Yaguchinowatashi,2-chome Higashiyaguchi Ota-ku Tokyo,139.715843,35.561206,65000,10000,6,1,2,1,1,8.49,11.06,22.98,13.96,17.89,16.65,24.97,17.54,16.2,28.67,15.09,6.46,16.88,21.58,17.31,16.19,25.33,10.05,14.48,10.51,11.37,10.87,33.4,18.67,15.18,8.6,15.71,29.34,17.59,20.0,20.44,30.53,23.16,11.46,24.97,15.81,18.26,9.03,17.58,14.63,18.96,3.23,22.24,21.15,7.46,15.48,13.17,22.28,9.91,9.91,13.73,28.17,20.19,15.24,40.04,9.3,9.3,22.37,22.06,17.16,15.71,1.25,11.84,7.16,18.0,22.32,17.2,22.21,25.86,5.72,37.54,21.64,37.0,16.21,16.21,30.82,11.73,23.55,21.68,7.86,15.58,34.52,22.11,20.17,15.26,35.1,16.39,18.31,10.14,16.46,Come on UP Ltd
204,66000,10000,8.4,Both,Available,True,True,True,True,True,False,False,True,True,False,False,False,False,True,False,32,https://tokyosharehouse.com//eng/house/detail/32/,Denenchofu Kamata HanedaAirport,Come On UP Yaguchinowatashi,2-chome Higashiyaguchi Ota-ku Tokyo,139.715843,35.561206,65000,10000,6,1,2,1,1,8.49,11.06,22.98,13.96,17.89,16.65,24.97,17.54,16.2,28.67,15.09,6.46,16.88,21.58,17.31,16.19,25.33,10.05,14.48,10.51,11.37,10.87,33.4,18.67,15.18,8.6,15.71,29.34,17.59,20.0,20.44,30.53,23.16,11.46,24.97,15.81,18.26,9.03,17.58,14.63,18.96,3.23,22.24,21.15,7.46,15.48,13.17,22.28,9.91,9.91,13.73,28.17,20.19,15.24,40.04,9.3,9.3,22.37,22.06,17.16,15.71,1.25,11.84,7.16,18.0,22.32,17.2,22.21,25.86,5.72,37.54,21.64,37.0,16.21,16.21,30.82,11.73,23.55,21.68,7.86,15.58,34.52,22.11,20.17,15.26,35.1,16.39,18.31,10.14,16.46,Come on UP Ltd
206,46000,13000,7.14,Female,Available,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,84,https://tokyosharehouse.com//eng/house/detail/84/,Denenchofu Kamata HanedaAirport,Premium Court Haneda,Haneda Ota-ku Tokyo,139.7466458,35.5479444,46000,13000,14,4,4,0,0,8.33,12.95,26.02,16.01,18.99,17.86,27.02,19.3,17.93,31.82,16.41,8.55,18.21,24.66,18.93,17.21,28.37,11.23,16.5,12.39,14.15,13.87,36.53,21.72,16.21,10.07,16.69,32.45,19.7,22.18,22.56,33.64,26.13,13.01,27.02,16.74,19.34,12.04,19.05,15.91,20.78,5.81,25.26,24.05,8.98,16.58,13.27,25.06,12.47,12.47,15.18,31.3,21.7,17.92,43.06,12.41,12.41,25.25,23.71,18.2,18.77,3.24,14.13,10.29,19.7,22.89,19.09,22.62,28.96,8.59,40.68,23.23,39.99,17.16,17.16,33.87,14.7,26.64,24.81,8.77,16.87,37.57,22.73,23.0,16.9,38.11,17.45,19.52,11.86,18.1,Minoras Real Estate
101,43000,14000,7.3,Female,Available,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,83,https://tokyosharehouse.com//eng/house/detail/83/,Denenchofu Kamata HanedaAirport,Premium Court Kojiya,1-chome Minamikamata Ota-ku Tokyo,139.7270688,35.5542624,33250,14000,6,0,0,0,0,8.49,11.92,24.25,14.9,18.47,17.26,25.92,18.37,17.02,29.94,15.75,7.36,17.54,22.86,18.09,16.73,26.6,10.62,15.4,11.36,12.56,12.12,34.67,19.94,15.72,9.27,16.23,30.55,18.55,20.99,21.41,31.8,24.41,12.18,25.92,16.31,18.83,10.29,18.3,15.27,19.82,4.29,23.5,22.38,8.14,16.05,13.32,23.28,11.02,11.02,14.43,29.39,20.93,16.4,41.18,10.58,10.58,23.43,22.86,17.71,16.98,1.82,12.86,8.43,18.81,22.7,18.08,22.53,27.13,6.93,38.78,22.42,38.13,16.72,16.72,31.98,12.98,24.83,22.96,8.29,16.23,35.68,22.51,21.38,16.04,36.24,16.95,18.93,10.92,17.24,Minoras Real Estate
302,43000,15000,8.28,Both,Available,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1335,https://tokyosharehouse.com//eng/house/detail/1335/,Denenchofu Kamata HanedaAirport,STYLIO WITH KAMIIKEDAI,5-37-8 Kamiikedai Ota-ku Tokyo,139.709015,35.5914099,44000,15000,68,0,0,0,1,6.92,7.69,20.28,10.55,14.79,13.51,21.55,14.17,12.85,26.53,11.92,3.09,13.68,19.03,13.98,13.17,22.62,7.08,11.07,7.15,8.25,8.15,31.07,16.02,12.16,5.5,12.71,27.85,14.18,16.59,17.03,28.09,20.29,8.22,21.55,12.85,15.17,6.36,14.3,11.48,15.57,0.24,19.49,18.17,4.39,12.42,10.94,22.03,6.59,6.59,10.5,26.6,16.89,12.01,38.93,7.05,7.05,21.89,18.71,14.11,13.11,2.69,8.43,5.29,14.65,19.51,13.81,19.5,23.38,2.82,35.76,18.31,36.04,13.23,13.23,29.67,8.92,21.0,19.38,5.29,12.41,33.37,19.27,17.1,11.94,34.05,13.34,15.16,6.84,13.14,PLAN DO Co.Ltd
315,43000,15000,8.28,Both,Available,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,1335,https://tokyosharehouse.com//eng/house/detail/1335/,Denenchofu Kamata HanedaAirport,STYLIO WITH KAMIIKEDAI,5-37-8 Kamiikedai Ota-ku Tokyo,139.709015,35.5914099,44000,15000,68,0,0,0,1,6.92,7.69,20.28,10.55,14.79,13.51,21.55,14.17,12.85,26.53,11.92,3.09,13.68,19.03,13.98,13.17,22.62,7.08,11.07,7.15,8.25,8.15,31.07,16.02,12.16,5.5,12.71,27.85,14.18,16.59,17.03,28.09,20.29,8.22,21.55,12.85,15.17,6.36,14.3,11.48,15.57,0.24,19.49,18.17,4.39,12.42,10.94,22.03,6.59,6.59,10.5,26.6,16.89,12.01,38.93,7.05,7.05,21.89,18.71,14.11,13.11,2.69,8.43,5.29,14.65,19.51,13.81,19.5,23.38,2.82,35.76,18.31,36.04,13.23,13.23,29.67,8.92,21.0,19.38,5.29,12.41,33.37,19.27,17.1,11.94,34.05,13.34,15.16,6.84,13.14,PLAN DO Co.Ltd
402,45000,15000,8.28,Both,Available,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1335,https://tokyosharehouse.com//eng/house/detail/1335/,Denenchofu Kamata HanedaAirport,STYLIO WITH KAMIIKEDAI,5-37-8 Kamiikedai Ota-ku Tokyo,139.709015,35.5914099,44000,15000,68,0,0,0,1,6.92,7.69,20.28,10.55,14.79,13.51,21.55,14.17,12.85,26.53,11.92,3.09,13.68,19.03,13.98,13.17,22.62,7.08,11.07,7.15,8.25,8.15,31.07,16.02,12.16,5.5,12.71,27.85,14.18,16.59,17.03,28.09,20.29,8.22,21.55,12.85,15.17,6.36,14.3,11.48,15.57,0.24,19.49,18.17,4.39,12.42,10.94,22.03,6.59,6.59,10.5,26.6,16.89,12.01,38.93,7.05,7.05,21.89,18.71,14.11,13.11,2.69,8.43,5.29,14.65,19.51,13.81,19.5,23.38,2.82,35.76,18.31,36.04,13.23,13.23,29.67,8.92,21.0,19.38,5.29,12.41,33.37,19.27,17.1,11.94,34.05,13.34,15.16,6.84,13.14,PLAN DO Co.Ltd
403,45000,15000,8.28,Both,Available,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1335,https://tokyosharehouse.com//eng/house/detail/1335/,Denenchofu Kamata HanedaAirport,STYLIO WITH KAMIIKEDAI,5-37-8 Kamiikedai Ota-ku Tokyo,139.709015,35.5914099,44000,15000,68,0,0,0,1,6.92,7.69,20.28,10.55,14.79,13.51,21.55,14.17,12.85,26.53,11.92,3.09,13.68,19.03,13.98,13.17,22.62,7.08,11.07,7.15,8.25,8.15,31.07,16.02,12.16,5.5,12.71,27.85,14.18,16.59,17.03,28.09,20.29,8.22,21.55,12.85,15.17,6.36,14.3,11.48,15.57,0.24,19.49,18.17,4.39,12.42,10.94,22.03,6.59,6.59,10.5,26.6,16.89,12.01,38.93,7.05,7.05,21.89,18.71,14.11,13.11,2.69,8.43,5.29,14.65,19.51,13.81,19.5,23.38,2.82,35.76,18.31,36.04,13.23,13.23,29.67,8.92,21.0,19.38,5.29,12.41,33.37,19.27,17.1,11.94,34.05,13.34,15.16,6.84,13.14,PLAN DO Co.Ltd
503,43000,15000,8.28,Both,Available,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,1335,https://tokyosharehouse.com//eng/house/detail/1335/,Denenchofu Kamata HanedaAirport,STYLIO WITH KAMIIKEDAI,5-37-8 Kamiikedai Ota-ku Tokyo,139.709015,35.5914099,44000,15000,68,0,0,0,1,6.92,7.69,20.28,10.55,14.79,13.51,21.55,14.17,12.85,26.53,11.92,3.09,13.68,19.03,13.98,13.17,22.62,7.08,11.07,7.15,8.25,8.15,31.07,16.02,12.16,5.5,12.71,27.85,14.18,16.59,17.03,28.09,20.29,8.22,21.55,12.85,15.17,6.36,14.3,11.48,15.57,0.24,19.49,18.17,4.39,12.42,10.94,22.03,6.59,6.59,10.5,26.6,16.89,12.01,38.93,7.05,7.05,21.89,18.71,14.11,13.11,2.69,8.43,5.29,14.65,19.51,13.81,19.5,23.38,2.82,35.76,18.31,36.04,13.23,13.23,29.67,8.92,21.0,19.38,5.29,12.41,33.37,19.27,17.1,11.94,34.05,13.34,15.16,6.84,13.14,PLAN DO Co.Ltd
